recency,frequency,monetary,R_score,F_score,M_score,RFM_Cell,segment
358,1,1287.0,2,1,5,215,Regular Customer
286,1,53.0,2,1,2,212,Regular Customer
393,1,205.0,1,1,5,115,Regular Customer
565,1,175.9,1,1,4,114,Regular Customer
399,1,369.9,1,1,5,115,Regular Customer
107,1,82.76,4,1,3,413,Regular Customer
30,1,839.4000000000001,5,1,5,515,Regular Customer
8,1,30.0,5,1,1,511,Regular Customer
424,1,74.9,1,1,3,113,Regular Customer
50,1,311.9,5,1,5,515,Regular Customer
503,1,289.9,1,1,5,115,Regular Customer
403,1,18.9,1,1,1,111,At Risk
68,1,479.0,5,1,5,515,Regular Customer
452,1,149.0,1,1,4,114,Regular Customer
219,2,142.0,3,5,4,354,Regular Customer
165,1,129.0,4,1,4,414,Regular Customer
462,1,16.5,1,1,1,111,At Risk
312,1,24.9,2,1,1,211,Regular Customer
82,1,64.0,5,1,2,512,Regular Customer
91,1,399.0,5,1,5,515,Regular Customer
8,1,40.0,5,1,2,512,Regular Customer
163,1,49.0,4,1,2,412,Regular Customer
277,1,118.99,2,1,4,214,Regular Customer
517,1,42.99,1,1,2,112,At Risk
281,1,269.0,2,1,5,215,Regular Customer
279,1,69.9,2,1,2,212,Regular Customer
154,1,78.0,4,1,3,413,Regular Customer
146,1,53.04,4,1,2,412,Regular Customer
63,1,60.9,5,1,2,512,Regular Customer
66,1,79.9,5,1,3,513,Regular Customer
239,1,24.99,3,1,1,311,Regular Customer
278,1,127.0,2,1,4,214,Regular Customer
198,1,30.99,3,1,1,311,Regular Customer
557,1,64.9,1,1,2,112,At Risk
234,1,98.9,3,1,3,313,Regular Customer
216,1,219.0,3,1,5,315,Regular Customer
2,1,274.9,5,1,5,515,Regular Customer
24,1,59.0,5,1,2,512,Regular Customer
322,1,799.99,2,1,5,215,Regular Customer
233,1,129.0,3,1,4,314,Regular Customer
386,1,106.9,1,1,3,113,Regular Customer
105,1,79.8,4,1,3,413,Regular Customer
327,1,39.9,2,1,1,211,Regular Customer
469,1,103.97,1,1,3,113,Regular Customer
308,1,98.9,2,1,3,213,Regular Customer
189,1,92.66,3,1,3,313,Regular Customer
149,1,239.96999999999997,4,1,5,415,Regular Customer
78,1,12.0,5,1,1,511,Regular Customer
14,1,199.99,5,1,5,515,Regular Customer
243,1,69.99,3,1,3,313,Regular Customer
469,1,39.0,1,1,1,111,At Risk
80,1,119.0,5,1,4,514,Regular Customer
316,1,39.9,2,1,1,211,Regular Customer
177,1,129.0,4,1,4,414,Regular Customer
373,1,89.9,2,1,3,213,Regular Customer
25,1,59.8,5,1,2,512,Regular Customer
415,1,89.9,1,1,3,113,Regular Customer
111,1,105.0,4,1,3,413,Regular Customer
205,1,89.9,3,1,3,313,Regular Customer
267,1,16.99,3,1,1,311,Regular Customer
246,2,139.98000000000002,3,5,4,354,Regular Customer
135,1,19.99,4,1,1,411,Regular Customer
293,1,109.9,2,1,3,213,Regular Customer
21,1,74.99,5,1,3,513,Regular Customer
69,1,14.9,5,1,1,511,Regular Customer
48,1,99.99,5,1,3,513,Regular Customer
190,1,110.9,3,1,4,314,Regular Customer
110,1,24.9,4,1,1,411,Regular Customer
260,1,79.9,3,1,3,313,Regular Customer
115,1,145.0,4,1,4,414,Regular Customer
161,1,674.9,4,1,5,415,Regular Customer
315,1,7.5,2,1,1,211,Regular Customer
128,1,69.9,4,1,2,412,Regular Customer
162,1,45.99,4,1,2,412,Regular Customer
82,1,28.9,5,1,1,511,Regular Customer
469,1,101.0,1,1,3,113,Regular Customer
437,1,39.9,1,1,1,111,At Risk
283,1,139.9,2,1,4,214,Regular Customer
288,1,89.99,2,1,3,213,Regular Customer
504,1,29.9,1,1,1,111,At Risk
308,1,89.99,2,1,3,213,Regular Customer
44,1,79.9,5,1,3,513,Regular Customer
207,1,52.5,3,1,2,312,Regular Customer
171,1,119.9,4,1,4,414,Regular Customer
65,1,155.8,5,1,4,514,Regular Customer
387,1,119.35,1,1,4,114,Regular Customer
226,1,97.9,3,1,3,313,Regular Customer
29,1,139.98,5,1,4,514,Regular Customer
277,1,30.0,2,1,1,211,Regular Customer
29,1,65.0,5,1,2,512,Regular Customer
116,1,36.9,4,1,1,411,Regular Customer
13,1,74.0,5,1,3,513,Regular Customer
340,1,22.99,2,1,1,211,Regular Customer
118,1,105.0,4,1,3,413,Regular Customer
189,1,215.0,3,1,5,315,Regular Customer
550,1,69.9,1,1,2,112,At Risk
270,1,359.0,2,1,5,215,Regular Customer
82,1,790.0,5,1,5,515,Regular Customer
232,1,23.8,3,1,1,311,Regular Customer
176,1,369.48,4,1,5,415,Regular Customer
211,1,19.9,3,1,1,311,Regular Customer
464,1,28.28,1,1,1,111,At Risk
497,1,189.89,1,1,5,115,Regular Customer
210,1,122.99,3,1,4,314,Regular Customer
201,1,44.9,3,1,2,312,Regular Customer
141,1,109.9,4,1,3,413,Regular Customer
180,1,104.0,3,1,3,313,Regular Customer
546,1,68.0,1,1,2,112,At Risk
384,1,49.9,1,1,2,112,At Risk
15,1,659.99,5,1,5,515,Regular Customer
346,1,105.0,2,1,3,213,Regular Customer
415,1,44.9,1,1,2,112,At Risk
177,1,188.0,4,1,5,415,Regular Customer
329,1,219.9,2,1,5,215,Regular Customer
689,1,739.98,1,1,5,115,Regular Customer
68,1,28.0,5,1,1,511,Regular Customer
332,1,157.77,2,1,4,214,Regular Customer
275,1,246.62,2,1,5,215,Regular Customer
91,2,428.0,5,5,5,555,VIP Customer
342,1,99.0,2,1,3,213,Regular Customer
189,1,28.49,3,1,1,311,Regular Customer
276,1,598.4,2,1,5,215,Regular Customer
140,1,79.9,4,1,3,413,Regular Customer
29,1,219.99,5,1,5,515,Regular Customer
264,1,13.65,3,1,1,311,Regular Customer
462,1,240.35,1,1,5,115,Regular Customer
41,1,69.99,5,1,3,513,Regular Customer
279,1,24.5,2,1,1,211,Regular Customer
36,1,99.8,5,1,3,513,Regular Customer
272,1,129.2,2,1,4,214,Regular Customer
161,1,44.99,4,1,2,412,Regular Customer
161,1,112.33,4,1,4,414,Regular Customer
230,1,73.5,3,1,3,313,Regular Customer
278,1,231.7,2,1,5,215,Regular Customer
217,1,224.5,3,1,5,315,Regular Customer
113,1,410.0,4,1,5,415,Regular Customer
448,1,62.9,1,1,2,112,At Risk
22,1,37.9,5,1,1,511,Regular Customer
128,1,69.0,4,1,2,412,Regular Customer
126,1,77.9,4,1,3,413,Regular Customer
71,1,30.9,5,1,1,511,Regular Customer
465,1,169.8,1,1,4,114,Regular Customer
27,1,78.0,5,1,3,513,Regular Customer
439,1,49.9,1,1,2,112,At Risk
38,1,572.64,5,1,5,515,Regular Customer
512,1,41.8,1,1,2,112,At Risk
386,1,89.99,1,1,3,113,Regular Customer
353,1,65.0,2,1,2,212,Regular Customer
16,1,799.9,5,1,5,515,Regular Customer
121,1,59.8,4,1,2,412,Regular Customer
139,1,106.0,4,1,3,413,Regular Customer
72,1,150.82,5,1,4,514,Regular Customer
344,1,117.99,2,1,4,214,Regular Customer
166,1,116.99,4,1,4,414,Regular Customer
231,1,100.8,3,1,3,313,Regular Customer
254,1,559.0,3,1,5,315,Regular Customer
181,1,159.98,3,1,4,314,Regular Customer
535,1,99.9,1,1,3,113,Regular Customer
324,2,199.6,2,5,5,255,Regular Customer
213,1,25.9,3,1,1,311,Regular Customer
141,1,14.2,4,1,1,411,Regular Customer
415,1,15.33,1,1,1,111,At Risk
476,1,46.2,1,1,2,112,At Risk
100,1,728.0,4,1,5,415,Regular Customer
170,1,49.99,4,1,2,412,Regular Customer
185,1,39.99,3,1,2,312,Regular Customer
320,1,99.89,2,1,3,213,Regular Customer
108,1,79.9,4,1,3,413,Regular Customer
427,1,139.9,1,1,4,114,Regular Customer
447,1,113.0,1,1,4,114,Regular Customer
107,1,19.8,4,1,1,411,Regular Customer
353,1,59.99,2,1,2,212,Regular Customer
176,1,97.65,4,1,3,413,Regular Customer
28,1,54.9,5,1,2,512,Regular Customer
239,1,127.0,3,1,4,314,Regular Customer
228,1,21.9,3,1,1,311,Regular Customer
335,1,24.1,2,1,1,211,Regular Customer
583,1,129.99,1,1,4,114,Regular Customer
89,1,79.0,5,1,3,513,Regular Customer
28,1,150.0,5,1,4,514,Regular Customer
8,1,64.99,5,1,2,512,Regular Customer
513,1,34.9,1,1,1,111,At Risk
405,1,1099.0,1,1,5,115,Regular Customer
100,1,32.9,4,1,1,411,Regular Customer
168,1,45.99,4,1,2,412,Regular Customer
123,1,131.0,4,1,4,414,Regular Customer
212,1,70.0,3,1,3,313,Regular Customer
78,1,67.99,5,1,2,512,Regular Customer
360,1,610.0,2,1,5,215,Regular Customer
86,1,99.0,5,1,3,513,Regular Customer
282,1,120.0,2,1,4,214,Regular Customer
66,1,229.99,5,1,5,515,Regular Customer
184,1,89.99,3,1,3,313,Regular Customer
317,1,115.0,2,1,4,214,Regular Customer
405,1,94.8,1,1,3,113,Regular Customer
257,1,89.99,3,1,3,313,Regular Customer
119,1,59.98,4,1,2,412,Regular Customer
196,1,19.9,3,1,1,311,Regular Customer
29,1,87.8,5,1,3,513,Regular Customer
120,1,199.89,4,1,5,415,Regular Customer
196,1,55.9,3,1,2,312,Regular Customer
119,1,49.99,4,1,2,412,Regular Customer
65,1,72.9,5,1,3,513,Regular Customer
77,1,27.5,5,1,1,511,Regular Customer
146,1,18.6,4,1,1,411,Regular Customer
324,1,49.99,2,1,2,212,Regular Customer
354,1,16.0,2,1,1,211,Regular Customer
155,1,129.9,4,1,4,414,Regular Customer
286,1,26.6,2,1,1,211,Regular Customer
310,1,37.8,2,1,1,211,Regular Customer
118,1,55.0,4,1,2,412,Regular Customer
171,1,34.9,4,1,1,411,Regular Customer
234,1,119.8,3,1,4,314,Regular Customer
126,1,99.9,4,1,3,413,Regular Customer
18,1,24.0,5,1,1,511,Regular Customer
36,2,132.31,5,5,4,554,VIP Customer
278,1,49.0,2,1,2,212,Regular Customer
412,1,128.9,1,1,4,114,Regular Customer
234,1,99.9,3,1,3,313,Regular Customer
499,1,169.9,1,1,4,114,Regular Customer
143,1,55.9,4,1,2,412,Regular Customer
502,1,12.97,1,1,1,111,At Risk
17,1,38.9,5,1,1,511,Regular Customer
121,1,54.7,4,1,2,412,Regular Customer
46,1,65.0,5,1,2,512,Regular Customer
150,1,12.95,4,1,1,411,Regular Customer
328,1,107.78999999999999,2,1,3,213,Regular Customer
433,1,49.8,1,1,2,112,At Risk
213,1,119.9,3,1,4,314,Regular Customer
549,1,188.99,1,1,5,115,Regular Customer
280,1,25.9,2,1,1,211,Regular Customer
223,1,116.0,3,1,4,314,Regular Customer
558,1,32.9,1,1,1,111,At Risk
138,1,130.0,4,1,4,414,Regular Customer
353,1,289.8,2,1,5,215,Regular Customer
105,1,103.9,4,1,3,413,Regular Customer
99,1,90.0,4,1,3,413,Regular Customer
135,1,38.0,4,1,1,411,Regular Customer
482,1,119.8,1,1,4,114,Regular Customer
119,1,35.9,4,1,1,411,Regular Customer
34,1,51.89,5,1,2,512,Regular Customer
375,1,80.0,2,1,3,213,Regular Customer
378,1,18.0,2,1,1,211,Regular Customer
396,1,139.9,1,1,4,114,Regular Customer
276,1,231.7,2,1,5,215,Regular Customer
448,1,55.9,1,1,2,112,At Risk
509,1,220.0,1,1,5,115,Regular Customer
219,1,29.9,3,1,1,311,Regular Customer
30,1,99.0,5,1,3,513,Regular Customer
270,1,79.9,2,1,3,213,Regular Customer
275,1,399.0,2,1,5,215,Regular Customer
329,1,159.9,2,1,4,214,Regular Customer
380,1,39.99,2,1,2,212,Regular Customer
374,1,29.9,2,1,1,211,Regular Customer
221,1,139.8,3,1,4,314,Regular Customer
435,1,19.95,1,1,1,111,At Risk
13,1,1788.0,5,1,5,515,Regular Customer
331,1,98.9,2,1,3,213,Regular Customer
12,1,114.9,5,1,4,514,Regular Customer
279,1,119.9,2,1,4,214,Regular Customer
447,1,59.99,1,1,2,112,At Risk
129,1,13.65,4,1,1,411,Regular Customer
393,1,205.0,1,1,5,115,Regular Customer
223,1,21.6,3,1,1,311,Regular Customer
286,1,139.94,2,1,4,214,Regular Customer
114,1,29.9,4,1,1,411,Regular Customer
248,1,179.99,3,1,5,315,Regular Customer
207,1,122.99,3,1,4,314,Regular Customer
132,1,440.99,4,1,5,415,Regular Customer
389,1,149.0,1,1,4,114,Regular Customer
265,1,149.0,3,1,4,314,Regular Customer
412,1,49.9,1,1,2,112,At Risk
254,1,59.0,3,1,2,312,Regular Customer
281,1,106.24,2,1,3,213,Regular Customer
457,1,24.9,1,1,1,111,At Risk
58,1,736.0,5,1,5,515,Regular Customer
318,1,55.9,2,1,2,212,Regular Customer
541,1,104.99,1,1,3,113,Regular Customer
292,1,59.9,2,1,2,212,Regular Customer
16,1,119.85,5,1,4,514,Regular Customer
155,1,138.89,4,1,4,414,Regular Customer
133,1,25.0,4,1,1,411,Regular Customer
15,1,81.35,5,1,3,513,Regular Customer
192,1,140.5,3,1,4,314,Regular Customer
149,1,54.9,4,1,2,412,Regular Customer
138,1,329.0,4,1,5,415,Regular Customer
252,1,139.99,3,1,4,314,Regular Customer
317,2,64.99,2,5,2,252,Regular Customer
198,1,19.9,3,1,1,311,Regular Customer
145,1,122.99,4,1,4,414,Regular Customer
323,1,99.99,2,1,3,213,Regular Customer
189,1,89.0,3,1,3,313,Regular Customer
34,1,585.0,5,1,5,515,Regular Customer
184,1,74.9,3,1,3,313,Regular Customer
286,1,25.98,2,1,1,211,Regular Customer
222,1,49.99,3,1,2,312,Regular Customer
40,1,31.9,5,1,1,511,Regular Customer
491,1,18.99,1,1,1,111,At Risk
399,1,98.7,1,1,3,113,Regular Customer
334,1,212.4,2,1,5,215,Regular Customer
202,1,162.5,3,1,4,314,Regular Customer
405,1,299.0,1,1,5,115,Regular Customer
14,1,160.0,5,1,4,514,Regular Customer
408,1,132.9,1,1,4,114,Regular Customer
319,1,78.0,2,1,3,213,Regular Customer
133,1,20.9,4,1,1,411,Regular Customer
177,1,49.99,4,1,2,412,Regular Customer
514,1,109.9,1,1,3,113,Regular Customer
374,1,29.0,2,1,1,211,Regular Customer
273,1,159.8,2,1,4,214,Regular Customer
62,1,39.78,5,1,1,511,Regular Customer
168,1,240.0,4,1,5,415,Regular Customer
450,1,547.9,1,1,5,115,Regular Customer
423,1,84.5,1,1,3,113,Regular Customer
569,1,55.7,1,1,2,112,At Risk
225,1,129.89,3,1,4,314,Regular Customer
393,1,439.0,1,1,5,115,Regular Customer
492,1,92.96,1,1,3,113,Regular Customer
446,1,69.0,1,1,2,112,At Risk
581,1,61.9,1,1,2,112,At Risk
253,1,79.0,3,1,3,313,Regular Customer
351,1,199.0,2,1,5,215,Regular Customer
166,1,360.0,4,1,5,415,Regular Customer
228,1,56.0,3,1,2,312,Regular Customer
562,1,99.8,1,1,3,113,Regular Customer
85,1,150.0,5,1,4,514,Regular Customer
296,1,15.0,2,1,1,211,Regular Customer
278,1,138.2,2,1,4,214,Regular Customer
74,1,49.9,5,1,2,512,Regular Customer
78,1,82.5,5,1,3,513,Regular Customer
156,1,13.65,4,1,1,411,Regular Customer
127,1,79.99,4,1,3,413,Regular Customer
33,1,229.9,5,1,5,515,Regular Customer
210,1,13.65,3,1,1,311,Regular Customer
231,1,99.9,3,1,3,313,Regular Customer
357,1,129.9,2,1,4,214,Regular Customer
299,1,146.99,2,1,4,214,Regular Customer
278,1,49.0,2,1,2,212,Regular Customer
495,1,79.89,1,1,3,113,Regular Customer
237,2,278.0,3,5,5,355,Regular Customer
84,1,378.0,5,1,5,515,Regular Customer
385,1,166.9,1,1,4,114,Regular Customer
239,1,199.98,3,1,5,315,Regular Customer
427,1,59.9,1,1,2,112,At Risk
150,1,109.9,4,1,3,413,Regular Customer
58,1,49.9,5,1,2,512,Regular Customer
35,1,265.9,5,1,5,515,Regular Customer
98,1,62.9,4,1,2,412,Regular Customer
210,1,49.0,3,1,2,312,Regular Customer
149,1,209.70000000000002,4,1,5,415,Regular Customer
12,1,112.0,5,1,4,514,Regular Customer
13,1,122.99,5,1,4,514,Regular Customer
392,1,39.9,1,1,1,111,At Risk
76,1,8.7,5,1,1,511,Regular Customer
156,1,53.0,4,1,2,412,Regular Customer
369,1,59.9,2,1,2,212,Regular Customer
525,1,31.5,1,1,1,111,At Risk
436,1,129.9,1,1,4,114,Regular Customer
500,1,32.9,1,1,1,111,At Risk
523,1,69.8,1,1,2,112,At Risk
522,1,89.18,1,1,3,113,Regular Customer
77,1,390.0,5,1,5,515,Regular Customer
369,1,17.99,2,1,1,211,Regular Customer
218,1,89.9,3,1,3,313,Regular Customer
163,2,172.89,4,5,4,454,Regular Customer
114,1,18.9,4,1,1,411,Regular Customer
81,1,94.9,5,1,3,513,Regular Customer
188,1,44.9,3,1,2,312,Regular Customer
394,1,99.99,1,1,3,113,Regular Customer
149,1,1914.58,4,1,5,415,Regular Customer
507,1,88.0,1,1,3,113,Regular Customer
352,1,59.9,2,1,2,212,Regular Customer
534,1,99.99,1,1,3,113,Regular Customer
194,1,31.9,3,1,1,311,Regular Customer
298,1,35.0,2,1,1,211,Regular Customer
338,1,117.0,2,1,4,214,Regular Customer
59,1,25.8,5,1,1,511,Regular Customer
279,1,24.99,2,1,1,211,Regular Customer
27,1,127.0,5,1,4,514,Regular Customer
190,1,119.8,3,1,4,314,Regular Customer
126,1,91.8,4,1,3,413,Regular Customer
288,1,80.0,2,1,3,213,Regular Customer
38,1,65.9,5,1,2,512,Regular Customer
136,1,21.9,4,1,1,411,Regular Customer
200,1,249.99,3,1,5,315,Regular Customer
333,1,117.3,2,1,4,214,Regular Customer
161,1,15.99,4,1,1,411,Regular Customer
18,1,190.56,5,1,5,515,Regular Customer
412,1,104.0,1,1,3,113,Regular Customer
341,1,158.0,2,1,4,214,Regular Customer
213,1,157.9,3,1,4,314,Regular Customer
529,1,159.9,1,1,4,114,Regular Customer
377,1,59.9,2,1,2,212,Regular Customer
7,1,65.0,5,1,2,512,Regular Customer
92,1,49.9,5,1,2,512,Regular Customer
285,1,194.99,2,1,5,215,Regular Customer
238,1,29.9,3,1,1,311,Regular Customer
94,1,49.9,4,1,2,412,Regular Customer
246,1,122.99,3,1,4,314,Regular Customer
400,1,71.82,1,1,3,113,Regular Customer
111,1,129.0,4,1,4,414,Regular Customer
405,1,108.0,1,1,3,113,Regular Customer
37,1,93.99,5,1,3,513,Regular Customer
356,1,200.0,2,1,5,215,Regular Customer
420,1,34.9,1,1,1,111,At Risk
162,1,14.99,4,1,1,411,Regular Customer
341,1,158.7,2,1,4,214,Regular Customer
184,1,73.0,3,1,3,313,Regular Customer
108,1,173.9,4,1,4,414,Regular Customer
451,1,109.99,1,1,4,114,Regular Customer
237,1,99.0,3,1,3,313,Regular Customer
385,1,75.9,1,1,3,113,Regular Customer
513,1,92.96,1,1,3,113,Regular Customer
377,1,110.0,2,1,4,214,Regular Customer
458,1,199.9,1,1,5,115,Regular Customer
444,1,9.9,1,1,1,111,At Risk
21,1,2338.08,5,1,5,515,Regular Customer
344,1,39.9,2,1,1,211,Regular Customer
108,1,149.9,4,1,4,414,Regular Customer
214,1,97.07,3,1,3,313,Regular Customer
188,1,19.36,3,1,1,311,Regular Customer
87,1,157.0,5,1,4,514,Regular Customer
332,1,58.99,2,1,2,212,Regular Customer
97,1,29.9,4,1,1,411,Regular Customer
37,1,54.5,5,1,2,512,Regular Customer
291,1,698.9,2,1,5,215,Regular Customer
464,1,169.99,1,1,4,114,Regular Customer
409,1,31.9,1,1,1,111,At Risk
461,1,72.62,1,1,3,113,Regular Customer
183,1,115.0,3,1,4,314,Regular Customer
325,1,54.99,2,1,2,212,Regular Customer
279,1,51.9,2,1,2,212,Regular Customer
203,1,144.99,3,1,4,314,Regular Customer
321,1,14.99,2,1,1,211,Regular Customer
270,1,84.99,2,1,3,213,Regular Customer
223,1,19.99,3,1,1,311,Regular Customer
234,1,54.9,3,1,2,312,Regular Customer
114,1,150.0,4,1,4,414,Regular Customer
266,1,45.9,3,1,2,312,Regular Customer
225,1,289.0,3,1,5,315,Regular Customer
43,1,139.9,5,1,4,514,Regular Customer
377,1,19.99,2,1,1,211,Regular Customer
307,1,114.4,2,1,4,214,Regular Customer
51,1,29.89,5,1,1,511,Regular Customer
483,1,278.9,1,1,5,115,Regular Customer
232,1,49.9,3,1,2,312,Regular Customer
290,1,37.9,2,1,1,211,Regular Customer
230,1,388.0,3,1,5,315,Regular Customer
362,1,65.0,2,1,2,212,Regular Customer
106,1,66.9,4,1,2,412,Regular Customer
217,1,29.0,3,1,1,311,Regular Customer
426,1,8.99,1,1,1,111,At Risk
402,1,134.99,1,1,4,114,Regular Customer
266,1,79.9,3,1,3,313,Regular Customer
231,2,63.980000000000004,3,5,2,352,Regular Customer
270,1,53.0,2,1,2,212,Regular Customer
464,1,449.0,1,1,5,115,Regular Customer
375,1,47.49,2,1,2,212,Regular Customer
47,1,200.0,5,1,5,515,Regular Customer
74,1,89.9,5,1,3,513,Regular Customer
67,1,2110.0,5,1,5,515,Regular Customer
318,1,799.99,2,1,5,215,Regular Customer
108,3,532.87,4,5,5,455,VIP Customer
144,2,45.98,4,5,2,452,Regular Customer
133,1,79.99,4,1,3,413,Regular Customer
532,1,195.8,1,1,5,115,Regular Customer
181,1,54.9,3,1,2,312,Regular Customer
148,1,29.99,4,1,1,411,Regular Customer
225,1,69.77,3,1,2,312,Regular Customer
215,1,114.9,3,1,4,314,Regular Customer
367,1,168.88,2,1,4,214,Regular Customer
389,1,99.8,1,1,3,113,Regular Customer
115,1,169.9,4,1,4,414,Regular Customer
156,1,59.0,4,1,2,412,Regular Customer
226,1,29.9,3,1,1,311,Regular Customer
86,1,119.9,5,1,4,514,Regular Customer
208,1,83.0,3,1,3,313,Regular Customer
112,1,149.9,4,1,4,414,Regular Customer
205,1,19.9,3,1,1,311,Regular Customer
381,1,261.0,2,1,5,215,Regular Customer
489,1,99.8,1,1,3,113,Regular Customer
118,1,95.0,4,1,3,413,Regular Customer
205,1,112.0,3,1,4,314,Regular Customer
183,1,19.89,3,1,1,311,Regular Customer
314,1,250.0,2,1,5,215,Regular Customer
417,1,219.9,1,1,5,115,Regular Customer
101,1,71.9,4,1,3,413,Regular Customer
395,1,149.9,1,1,4,114,Regular Customer
194,2,162.0,3,5,4,354,Regular Customer
278,1,67.0,2,1,2,212,Regular Customer
468,1,43.99,1,1,2,112,At Risk
397,1,59.9,1,1,2,112,At Risk
94,1,69.9,4,1,2,412,Regular Customer
135,1,226.62,4,1,5,415,Regular Customer
155,1,907.8199999999999,4,1,5,415,Regular Customer
74,1,29.89,5,1,1,511,Regular Customer
296,1,27.99,2,1,1,211,Regular Customer
22,1,63.99,5,1,2,512,Regular Customer
21,1,29.99,5,1,1,511,Regular Customer
290,1,54.99,2,1,2,212,Regular Customer
38,1,99.0,5,1,3,513,Regular Customer
69,1,42.0,5,1,2,512,Regular Customer
131,1,35.0,4,1,1,411,Regular Customer
94,1,24.9,4,1,1,411,Regular Customer
262,1,38.0,3,1,1,311,Regular Customer
280,1,105.9,2,1,3,213,Regular Customer
275,1,24.99,2,1,1,211,Regular Customer
585,1,184.99,1,1,5,115,Regular Customer
349,1,59.7,2,1,2,212,Regular Customer
164,1,52.9,4,1,2,412,Regular Customer
323,1,39.9,2,1,1,211,Regular Customer
119,1,67.0,4,1,2,412,Regular Customer
226,1,670.0,3,1,5,315,Regular Customer
478,1,2740.0,1,1,5,115,Regular Customer
180,1,179.8,3,1,4,314,Regular Customer
369,1,14.9,2,1,1,211,Regular Customer
19,1,150.0,5,1,4,514,Regular Customer
22,1,276.0,5,1,5,515,Regular Customer
43,1,189.99,5,1,5,515,Regular Customer
427,1,69.9,1,1,2,112,At Risk
391,1,54.9,1,1,2,112,At Risk
236,1,79.9,3,1,3,313,Regular Customer
188,1,113.0,3,1,4,314,Regular Customer
203,1,780.0,3,1,5,315,Regular Customer
185,1,48.0,3,1,2,312,Regular Customer
396,1,19.99,1,1,1,111,At Risk
393,1,49.99,1,1,2,112,At Risk
224,1,19.9,3,1,1,311,Regular Customer
51,1,49.99,5,1,2,512,Regular Customer
70,1,155.0,5,1,4,514,Regular Customer
522,1,87.0,1,1,3,113,Regular Customer
203,1,79.0,3,1,3,313,Regular Customer
443,1,38.8,1,1,1,111,At Risk
272,1,20.0,2,1,1,211,Regular Customer
65,1,99.99,5,1,3,513,Regular Customer
542,1,34.9,1,1,1,111,At Risk
315,1,40.0,2,1,2,212,Regular Customer
101,1,765.0,4,1,5,415,Regular Customer
20,1,229.9,5,1,5,515,Regular Customer
20,1,329.9,5,1,5,515,Regular Customer
142,1,69.99,4,1,3,413,Regular Customer
125,1,217.9,4,1,5,415,Regular Customer
468,1,775.0,1,1,5,115,Regular Customer
82,1,179.0,5,1,4,514,Regular Customer
70,1,69.0,5,1,2,512,Regular Customer
408,1,30.99,1,1,1,111,At Risk
316,1,599.9499999999999,2,1,5,215,Regular Customer
57,2,20.2,5,5,1,551,Regular Customer
415,2,56.989999999999995,1,5,2,152,Regular Customer
115,1,79.99,4,1,3,413,Regular Customer
359,1,49.0,2,1,2,212,Regular Customer
481,1,59.9,1,1,2,112,At Risk
141,1,59.9,4,1,2,412,Regular Customer
42,1,59.9,5,1,2,512,Regular Customer
222,1,110.0,3,1,4,314,Regular Customer
231,1,20.0,3,1,1,311,Regular Customer
27,1,29.99,5,1,1,511,Regular Customer
30,1,169.89,5,1,4,514,Regular Customer
547,1,1800.0,1,1,5,115,Regular Customer
14,1,99.99,5,1,3,513,Regular Customer
268,1,29.99,3,1,1,311,Regular Customer
133,1,24.9,4,1,1,411,Regular Customer
106,1,125.99,4,1,4,414,Regular Customer
272,1,53.8,2,1,2,212,Regular Customer
227,1,139.0,3,1,4,314,Regular Customer
142,1,39.99,4,1,2,412,Regular Customer
36,2,387.7,5,5,5,555,VIP Customer
353,1,223.38,2,1,5,215,Regular Customer
182,1,69.9,3,1,2,312,Regular Customer
75,1,117.0,5,1,4,514,Regular Customer
471,1,68.8,1,1,2,112,At Risk
203,1,44.9,3,1,2,312,Regular Customer
233,1,99.9,3,1,3,313,Regular Customer
129,1,124.9,4,1,4,414,Regular Customer
122,1,53.9,4,1,2,412,Regular Customer
207,1,21.99,3,1,1,311,Regular Customer
106,1,110.0,4,1,4,414,Regular Customer
453,1,8.99,1,1,1,111,At Risk
